ID	Esp	Prov	Bloc	Brout	Stress	Hauteur	Diam	Ram	Maerien	Mracine	Mtot	Ratio		
THO-2050-13	THO	2050	2	1	2	34	8	13	21	7,3	28,3	2,88		
THO-2050-17	THO	2050	4	0	2	32	9	11	23,5	7	30,5	3,36		
THO-2050-20	THO	2050	5	0	2	45	9,5	16	28,3	4,7	33,0	6,02		
THO-2050-23	THO	2050	1	0	2	47	10	16	25,7	5,7	31,4	4,51		
THO-2050-26	THO	2050	2	0	2	51	9,5	16	30,4	10,9	41,3	2,79		
THO-2050-29	THO	2050	3	0	2	47	10	15	31,9	9,5	41,4	3,36		
THO-2050-3	THO	2050	3	1	2	34	7	12	24,1	6,5	30,6	3,71		
THO-2050-6	THO	2050	4	1	2	39	8	8	20	4,8	24,8	4,17		
THO-2050-9	THO	2050	5	1	2	33	8,5	6	15,2	3	18,2	5,07		
THO-2080-12	THO	2080	4	1	2	42	8,5	15	30,7	8,7	39,4	3,53		
THO-2080-15	THO	2080	5	1	2	37,5	9,5	14	28,2	10,4	38,6	2,71		
THO-2080-18	THO	2080	1	0	2	42	10,5	16	34,1	13,6	47,7	2,51		
THO-2080-21	THO	2080	2	0	2	34	9,5	11	43,4	14	57,4	3,10		
THO-2080-24	THO	2080	3	0	2	41	8	12	28	9,6	37,6	2,92		
THO-2080-27	THO	2080	4	0	2	54,5	9	24	37,9	9,1	47,0	4,16		
THO-2080-3	THO	2080	1	1	2	16,5	4	2	3,4	0,7	4,1	4,86		
THO-2080-30	THO	2080	5	0	2	40,5	9	13	34,6	7,4	42,0	4,68		
THO-2080-6	THO	2080	2	1	2	37	8	10	26,9	6,7	33,6	4,01		
THO-2080-9	THO	2080	3	1	2	32	8	6	21,6	4,4	26,0	4,91		
